uk_airdate,episode,series,round,viewers_7day,channels_rank,baker_id,contestant,age,gender,hometown,occupation,tech_rank_scaled,sig_sum,showstopper_sum,tech_rank,n_remaining,series_winner,eliminated_round,signature_bake,signature_flavor,signature_looks,first_half_review,showstopper_bake,showstopper_flavor,showstopper_looks,second_half_review,star_baker,eliminated,sig_ss_sum
2019-10-15,7.8,7,8,9.19,3,7.Henry,Henry,20,M,Durham,Student,-3,3,-3,5,5,0,8,1,1,1,-1,-1,-1,-1,-1,0,1,0
2019-10-15,7.8,7,8,9.19,3,7.Rosie,Rosie,28,F,Somerset,Veterinary surgeon,1.5,-3,1,2,5,0,9,-1,-1,-1,-1,-1,1,1,-1,0,0,-2
2019-10-15,7.8,7,8,9.19,3,7.Steph,Steph,28,F,Chester,Shop assistant,-1.5,0,3,4,5,0,10,0,1,-1,NA,1,1,1,1,1,0,3
2019-10-22,7.9,7,9,9.34,3,7.Alice,Alice,28,F,Essex,Geography teacher,-3,2,1,4,4,0,10,1,1,0,NA,-1,1,1,1,1,0,3
2019-10-22,7.9,7,9,9.34,3,7.David,David,36,M,Whitby,International health adviser,1,1,-1,2,4,1,10,0,1,0,NA,-1,1,-1,-1,0,0,0
2019-10-22,7.9,7,9,9.34,3,7.Rosie,Rosie,28,F,Somerset,Veterinary surgeon,3,1,-1,1,4,0,9,-1,1,1,NA,-1,0,0,-1,0,1,0
2019-10-22,7.9,7,9,9.34,3,7.Steph,Steph,28,F,Chester,Shop assistant,-0.9999999999999998,2,3,3,4,0,10,0,1,1,NA,1,1,1,1,0,0,5
2019-10-29,7.10,7,10,10.05,3,7.Alice,Alice,28,F,Essex,Geography teacher,0,0,3,2,3,0,10,1,0,-1,NA,1,1,1,1,0,1,3
2019-10-29,7.10,7,10,10.05,3,7.David,David,36,M,Whitby,International health adviser,3,1,3,1,3,1,10,1,-1,1,NA,1,1,1,1,1,0,4
2019-10-29,7.10,7,10,10.05,3,7.Steph,Steph,28,F,Chester,Shop assistant,-3,2,-1,3,3,0,10,0,1,1,NA,0,0,-1,-1,0,1,1
NA,8.1,8,1,NA,NA,8.Dave,Dave,30,M,"Waterlooville, Hampshire",Armoured security guard,-1.3636363636363638,3,-1,9,12,0,10,1,1,1,NA,-1,-1,1,NA,0,0,2
NA,8.1,8,1,NA,NA,8.Hermine,Hermine,39,F,London,Accountant,0.8181818181818181,3,3,5,12,0,9,1,1,1,1,1,1,1,1,0,0,6
NA,8.1,8,1,NA,NA,8.Laura,Laura,31,F,"Gravesend, Kent",Digital manager,0.2727272727272728,-1,2,6,12,0,10,0,-1,0,NA,1,1,0,NA,0,0,1
NA,8.1,8,1,NA,NA,8.Linda,Linda,61,F,"Bexhill-on-Sea, East Sussex",Retirement living team leader,-3,-1,2,12,12,0,5,-1,0,0,-1,1,1,0,-1,0,0,1
NA,8.1,8,1,NA,NA,8.Loriea,Loriea,27,F,Durham,Diagnostic radiographer,-1.9090909090909094,-1,-2,10,12,0,1,-1,-1,1,-1,0,-1,-1,-1,0,1,-3
NA,8.1,8,1,NA,NA,8.Lottie,Lottie,31,F,West Sussex,Pantomime producer,1.3636363636363638,1,1,4,12,0,7,1,1,-1,NA,-1,1,1,NA,0,0,2
NA,8.1,8,1,NA,NA,8.Mak,Mak,51,M,Manchester,Accountant,-0.8181818181818181,0,1,8,12,0,2,0,-1,1,NA,-1,1,1,NA,0,0,1
NA,8.1,8,1,NA,NA,8.Marc,Marc,51,M,"St Eval, Cornwall",Bronze resin sculptor,-2.454545454545454,0,0,11,12,0,8,0,0,0,-1,0,1,-1,-1,0,0,0
NA,8.1,8,1,NA,NA,8.Mark,Mark,32,M,"Portadown, Northern Ireland",Project manager,-0.2727272727272725,1,3,7,12,0,6,1,0,0,NA,1,1,1,NA,0,0,4
NA,8.1,8,1,NA,NA,8.Peter,Peter,20,M,Edinburgh,Accounting & finance student,2.454545454545454,3,3,2,12,1,10,1,1,1,1,1,1,1,1,1,0,6
NA,8.1,8,1,NA,NA,8.Rowan,Rowan,55,M,"Pershore, Worcestershire",Music teacher,1.9090909090909092,0,3,3,12,0,3,-1,0,1,NA,1,1,1,NA,0,0,3
NA,8.1,8,1,NA,NA,8.Sura,Sura,31,F,London,Hospital pharmacy dispenser,3,3,3,1,12,0,4,1,1,1,1,1,1,1,1,0,0,6
NA,8.2,8,2,NA,NA,8.Dave,Dave,30,M,"Waterlooville, Hampshire",Armoured security guard,3,3,3,1,11,0,10,1,1,1,NA,1,1,1,1,1,0,6
NA,8.2,8,2,NA,NA,8.Hermine,Hermine,39,F,London,Accountant,0.5999999999999999,-2,0,5,11,0,9,-1,0,-1,NA,0,-1,1,NA,0,0,-2
NA,8.2,8,2,NA,NA,8.Laura,Laura,31,F,"Gravesend, Kent",Digital manager,-0.5999999999999999,2,0,7,11,0,10,1,0,1,NA,0,1,-1,NA,0,0,2
NA,8.2,8,2,NA,NA,8.Linda,Linda,61,F,"Bexhill-on-Sea, East Sussex",Retirement living team leader,1.2000000000000002,1,0,4,11,0,5,1,1,-1,NA,-1,0,1,NA,0,0,1
NA,8.2,8,2,NA,NA,8.Lottie,Lottie,31,F,West Sussex,Pantomime producer,-1.1999999999999997,3,3,8,11,0,7,1,1,1,NA,1,1,1,NA,0,0,6
NA,8.2,8,2,NA,NA,8.Mak,Mak,51,M,Manchester,Accountant,1.7999999999999998,-1,0,3,11,0,2,-1,1,-1,NA,0,1,-1,-1,0,1,-1
NA,8.2,8,2,NA,NA,8.Marc,Marc,51,M,"St Eval, Cornwall",Bronze resin sculptor,-1.8000000000000003,2,3,9,11,0,8,0,1,1,NA,1,1,1,1,0,0,5
NA,8.2,8,2,NA,NA,8.Mark,Mark,32,M,"Portadown, Northern Ireland",Project manager,2.4000000000000004,-2,2,2,11,0,6,0,-1,-1,NA,0,1,1,1,0,0,0
NA,8.2,8,2,NA,NA,8.Peter,Peter,20,M,Edinburgh,Accounting & finance student,-2.4000000000000004,2,3,10,11,1,10,0,1,1,NA,1,1,1,NA,0,0,5
NA,8.2,8,2,NA,NA,8.Rowan,Rowan,55,M,"Pershore, Worcestershire",Music teacher,-3,-1,0,11,11,0,3,-1,1,-1,NA,-1,1,0,-1,0,0,-1
NA,8.2,8,2,NA,NA,8.Sura,Sura,31,F,London,Hospital pharmacy dispenser,0,3,1,6,11,0,4,1,1,1,NA,1,1,-1,NA,0,0,4
NA,8.3,8,3,NA,NA,8.Dave,Dave,30,M,"Waterlooville, Hampshire",Armoured security guard,-2.333333333333333,1,0,9,10,0,10,1,-1,1,-1,-1,1,0,-1,0,0,1
NA,8.3,8,3,NA,NA,8.Hermine,Hermine,39,F,London,Accountant,-0.9999999999999998,3,1,7,10,0,9,1,1,1,1,1,-1,1,NA,0,0,4
NA,8.3,8,3,NA,NA,8.Laura,Laura,31,F,"Gravesend, Kent",Digital manager,-0.3333333333333335,1,1,6,10,0,10,-1,1,1,NA,-1,1,1,NA,0,0,2
NA,8.3,8,3,NA,NA,8.Linda,Linda,61,F,"Bexhill-on-Sea, East Sussex",Retirement living team leader,3,1,-1,1,10,0,5,-1,1,1,NA,-1,-1,1,NA,0,0,0
NA,8.3,8,3,NA,NA,8.Lottie,Lottie,31,F,West Sussex,Pantomime producer,0.3333333333333335,3,2,5,10,0,7,1,1,1,1,1,0,1,NA,0,0,5
NA,8.3,8,3,NA,NA,8.Marc,Marc,51,M,"St Eval, Cornwall",Bronze resin sculptor,2.3333333333333335,2,3,2,10,0,8,1,0,1,1,1,1,1,1,1,0,5
NA,8.3,8,3,NA,NA,8.Mark,Mark,32,M,"Portadown, Northern Ireland",Project manager,1.6666666666666667,3,0,3,10,0,6,1,1,1,1,1,0,-1,NA,0,0,3
NA,8.3,8,3,NA,NA,8.Peter,Peter,20,M,Edinburgh,Accounting & finance student,1,1,1,4,10,1,10,-1,1,1,NA,0,1,0,-1,0,0,2
NA,8.3,8,3,NA,NA,8.Rowan,Rowan,55,M,"Pershore, Worcestershire",Music teacher,-3,-1,-1,10,10,0,3,-1,1,-1,-1,-1,-1,1,-1,0,1,-2
NA,8.3,8,3,NA,NA,8.Sura,Sura,31,F,London,Hospital pharmacy dispenser,-1.6666666666666667,0,3,8,10,0,4,-1,1,0,NA,1,1,1,1,0,0,3
NA,8.4,8,4,NA,NA,8.Dave,Dave,30,M,"Waterlooville, Hampshire",Armoured security guard,-2.25,1,3,8,9,0,10,-1,1,1,NA,1,1,1,NA,0,0,4
NA,8.4,8,4,NA,NA,8.Hermine,Hermine,39,F,London,Accountant,0,-2,2,5,9,0,9,0,-1,-1,NA,1,1,0,NA,0,0,0
NA,8.4,8,4,NA,NA,8.Laura,Laura,31,F,"Gravesend, Kent",Digital manager,2.25,-3,0,2,9,0,10,-1,-1,-1,NA,-1,1,0,NA,0,0,-3
NA,8.4,8,4,NA,NA,8.Linda,Linda,61,F,"Bexhill-on-Sea, East Sussex",Retirement living team leader,3,0,1,1,9,0,5,-1,1,0,NA,1,1,-1,NA,0,0,1
NA,8.4,8,4,NA,NA,8.Lottie,Lottie,31,F,West Sussex,Pantomime producer,-3,-2,1,9,9,0,7,-1,0,-1,NA,-1,1,1,-1,0,0,-1
NA,8.4,8,4,NA,NA,8.Marc,Marc,51,M,"St Eval, Cornwall",Bronze resin sculptor,-0.75,-1,1,6,9,0,8,-1,1,-1,NA,-1,1,1,NA,0,0,0
NA,8.4,8,4,NA,NA,8.Mark,Mark,32,M,"Portadown, Northern Ireland",Project manager,1.5,2,1,3,9,0,6,0,1,1,NA,1,-1,1,1,1,0,3
NA,8.4,8,4,NA,NA,8.Peter,Peter,20,M,Edinburgh,Accounting & finance student,0.75,0,3,4,9,1,10,0,-1,1,NA,1,1,1,1,0,0,3
NA,8.4,8,4,NA,NA,8.Sura,Sura,31,F,London,Hospital pharmacy dispenser,-1.5,-2,-3,7,9,0,4,-1,0,-1,NA,-1,-1,-1,-1,0,1,-5
NA,8.5,8,5,NA,NA,8.Dave,Dave,30,M,"Waterlooville, Hampshire",Armoured security guard,-0.4285714285714284,0,3,5,8,0,10,-1,0,1,NA,1,1,1,1,0,0,3
NA,8.5,8,5,NA,NA,8.Hermine,Hermine,39,F,London,Accountant,2.142857142857143,2,3,2,8,0,9,1,1,0,NA,1,1,1,1,0,0,5
NA,8.5,8,5,NA,NA,8.Laura,Laura,31,F,"Gravesend, Kent",Digital manager,-1.2857142857142858,3,3,6,8,0,10,1,1,1,NA,1,1,1,1,1,0,6
NA,8.5,8,5,NA,NA,8.Linda,Linda,61,F,"Bexhill-on-Sea, East Sussex",Retirement living team leader,-3,1,-1,8,8,0,5,1,1,-1,NA,-1,1,-1,-1,0,1,0
NA,8.5,8,5,NA,NA,8.Lottie,Lottie,31,F,West Sussex,Pantomime producer,0.4285714285714287,1,2,4,8,0,7,1,1,-1,NA,1,1,0,NA,0,0,3
NA,8.5,8,5,NA,NA,8.Marc,Marc,51,M,"St Eval, Cornwall",Bronze resin sculptor,-2.1428571428571423,-1,1,7,8,0,8,-1,1,-1,NA,-1,1,1,-1,0,0,0
NA,8.5,8,5,NA,NA,8.Mark,Mark,32,M,"Portadown, Northern Ireland",Project manager,1.2857142857142858,3,-1,3,8,0,6,1,1,1,NA,-1,1,-1,-1,0,0,2
NA,8.5,8,5,NA,NA,8.Peter,Peter,20,M,Edinburgh,Accounting & finance student,3,1,3,1,8,1,10,-1,1,1,NA,1,1,1,1,0,0,4
NA,8.6,8,6,NA,NA,8.Dave,Dave,30,M,"Waterlooville, Hampshire",Armoured security guard,1,2,3,3,7,0,10,1,1,0,1,1,1,1,1,0,0,5
NA,8.6,8,6,NA,NA,8.Hermine,Hermine,39,F,London,Accountant,0,2,-1,4,7,0,9,1,1,0,NA,-1,1,-1,-1,0,0,1
NA,8.6,8,6,NA,NA,8.Laura,Laura,31,F,"Gravesend, Kent",Digital manager,-3,-1,2,7,7,0,10,-1,1,-1,-1,1,1,0,-1,0,0,1
NA,8.6,8,6,NA,NA,8.Lottie,Lottie,31,F,West Sussex,Pantomime producer,2,3,3,2,7,0,7,1,1,1,1,1,1,1,1,1,0,6
NA,8.6,8,6,NA,NA,8.Marc,Marc,51,M,"St Eval, Cornwall",Bronze resin sculptor,-2,2,3,6,7,0,8,1,1,0,NA,1,1,1,1,0,0,5
NA,8.6,8,6,NA,NA,8.Mark,Mark,32,M,"Portadown, Northern Ireland",Project manager,-0.9999999999999998,3,-1,5,7,0,6,1,1,1,NA,-1,-1,1,-1,0,1,2
NA,8.6,8,6,NA,NA,8.Peter,Peter,20,M,Edinburgh,Accounting & finance student,3,0,1,1,7,1,10,-1,1,0,NA,1,-1,1,NA,0,0,1
NA,8.7,8,7,NA,NA,8.Dave,Dave,30,M,"Waterlooville, Hampshire",Armoured security guard,-3,-1,1,6,6,0,10,0,-1,0,-1,1,1,-1,NA,0,0,0
NA,8.7,8,7,NA,NA,8.Hermine,Hermine,39,F,London,Accountant,3,1,3,1,6,0,9,-1,1,1,1,1,1,1,1,1,0,4
NA,8.7,8,7,NA,NA,8.Laura,Laura,31,F,"Gravesend, Kent",Digital manager,-0.5999999999999999,0,0,4,6,0,10,-1,1,0,-1,0,1,-1,-1,0,0,0
NA,8.7,8,7,NA,NA,8.Lottie,Lottie,31,F,West Sussex,Pantomime producer,-1.8000000000000003,3,-2,5,6,0,7,1,1,1,-1,0,-1,-1,-1,0,1,1
NA,8.7,8,7,NA,NA,8.Marc,Marc,51,M,"St Eval, Cornwall",Bronze resin sculptor,0.5999999999999999,2,2,3,6,0,8,1,1,0,NA,0,1,1,1,0,0,4
NA,8.7,8,7,NA,NA,8.Peter,Peter,20,M,Edinburgh,Accounting & finance student,1.7999999999999998,2,1,2,6,1,10,1,0,1,NA,-1,1,1,NA,0,0,3
NA,8.8,8,8,NA,NA,8.Dave,Dave,30,M,"Waterlooville, Hampshire",Armoured security guard,-3,3,1,5,5,0,10,1,1,1,NA,-1,1,1,NA,0,0,4
NA,8.8,8,8,NA,NA,8.Hermine,Hermine,39,F,London,Accountant,0,-1,3,3,5,0,9,-1,-1,1,NA,1,1,1,1,1,0,2
NA,8.8,8,8,NA,NA,8.Laura,Laura,31,F,"Gravesend, Kent",Digital manager,3,1,2,1,5,0,10,1,1,-1,1,1,1,0,1,0,0,3
NA,8.8,8,8,NA,NA,8.Marc,Marc,51,M,"St Eval, Cornwall",Bronze resin sculptor,1.5,-2,-2,2,5,0,8,0,-1,-1,NA,-1,-1,0,-1,0,1,-4
NA,8.8,8,8,NA,NA,8.Peter,Peter,20,M,Edinburgh,Accounting & finance student,-1.5,0,-1,4,5,1,10,0,1,-1,-1,-1,1,-1,-1,0,0,-1
NA,8.9,8,9,NA,NA,8.Dave,Dave,30,M,"Waterlooville, Hampshire",Armoured security guard,-0.9999999999999998,3,3,3,4,0,10,1,1,1,NA,1,1,1,1,0,0,6
NA,8.9,8,9,NA,NA,8.Hermine,Hermine,39,F,London,Accountant,1,1,-1,2,4,0,9,-1,1,1,NA,-1,1,-1,-1,0,1,0
NA,8.9,8,9,NA,NA,8.Laura,Laura,31,F,"Gravesend, Kent",Digital manager,-3,1,1,4,4,0,10,1,0,0,NA,1,1,-1,-1,0,0,2
NA,8.9,8,9,NA,NA,8.Peter,Peter,20,M,Edinburgh,Accounting & finance student,3,3,3,1,4,1,10,1,1,1,NA,1,1,1,1,1,0,6
NA,8.10,8,10,NA,NA,8.Dave,Dave,30,M,"Waterlooville, Hampshire",Armoured security guard,3,2,1,1,3,0,10,1,1,0,1,-1,1,1,NA,0,1,3
NA,8.10,8,10,NA,NA,8.Laura,Laura,31,F,"Gravesend, Kent",Digital manager,-3,-1,1,3,3,0,10,-1,1,-1,-1,1,1,-1,NA,0,1,0
NA,8.10,8,10,NA,NA,8.Peter,Peter,20,M,Edinburgh,Accounting & finance student,0,3,3,2,3,1,10,1,1,1,1,1,1,1,NA,1,0,6
NA,9.1,9,1,NA,NA,9.Amanda,Amanda,56,F,London,Metropolitan Police detective,-3,-1,-2,12,12,0,6,0,0,-1,-1,-1,-1,0,-1,0,0,-3
NA,9.1,9,1,NA,NA,9.Chigs,Chigs,40,M,Leicester,Sales manager,-2.454545454545454,3,2,11,12,0,10,1,1,1,NA,1,1,0,NA,0,0,5
NA,9.1,9,1,NA,NA,9.Crystelle,Crystelle,26,F,London,Client relationship manager,-0.8181818181818181,2,3,8,12,0,10,1,1,0,NA,1,1,1,1,0,0,5
NA,9.1,9,1,NA,NA,9.Freya,Freya,19,F,"Scarborough, North Yorkshire",Student,2.454545454545454,0,3,2,12,0,5,-1,1,0,NA,1,1,1,NA,0,0,3
NA,9.1,9,1,NA,NA,9.George,George,34,M,London,Shared lives coordinator,1.9090909090909092,-3,0,3,12,0,7,-1,-1,-1,-1,0,1,-1,-1,0,0,-3
NA,9.1,9,1,NA,NA,9.Giuseppe,Giuseppe,45,M,Bristol,Chief engineer,-1.9090909090909094,3,1,10,12,1,10,1,1,1,1,-1,1,1,1,0,0,4
NA,9.1,9,1,NA,NA,9.Jairzeno,Jairzeno,51,M,London,Head of Finance,-1.3636363636363638,1,1,9,12,0,2,1,1,-1,NA,1,1,-1,-1,0,0,2
NA,9.1,9,1,NA,NA,9.Jurgen,Jurgen,NA,NA,NA,NA,0.2727272727272728,1,3,6,12,0,9,1,1,-1,1,1,1,1,1,1,0,4
NA,9.1,9,1,NA,NA,9.Lizzie,Lizzie,28,F,Liverpool,Car production operative,1.3636363636363638,-3,1,4,12,0,8,-1,-1,-1,NA,1,1,-1,NA,0,0,-2
NA,9.1,9,1,NA,NA,9.Maggie,Maggie,70,F,"Poole, Dorset",Retired nurse and midwife,3,2,0,1,12,0,4,1,1,0,1,1,-1,0,NA,0,0,2
NA,9.1,9,1,NA,NA,9.Rochica,Rochica,27,F,Birmingham,Junior HR business partner,-0.2727272727272725,1,1,7,12,0,3,-1,1,1,NA,0,1,0,NA,0,0,2
NA,9.1,9,1,NA,NA,9.Tom,Tom,28,M,"Maidstone, Kent",Software developer,0.8181818181818181,-1,-2,5,12,0,1,1,-1,-1,-1,0,-1,-1,-1,0,1,-3
NA,9.2,9,2,NA,NA,9.Amanda,Amanda,56,F,London,Metropolitan Police detective,1.2000000000000002,0,1,4,11,0,6,0,1,-1,NA,1,1,-1,-1,0,0,1
NA,9.2,9,2,NA,NA,9.Chigs,Chigs,40,M,Leicester,Sales manager,-0.5999999999999999,3,3,7,11,0,10,1,1,1,NA,1,1,1,1,0,0,6
NA,9.2,9,2,NA,NA,9.Crystelle,Crystelle,26,F,London,Client relationship manager,-2.4000000000000004,2,3,10,11,0,10,1,1,0,NA,1,1,1,NA,0,0,5
NA,9.2,9,2,NA,NA,9.Freya,Freya,19,F,"Scarborough, North Yorkshire",Student,1.7999999999999998,2,2,3,11,0,5,1,0,1,NA,1,0,1,NA,0,0,4
NA,9.2,9,2,NA,NA,9.George,George,34,M,London,Shared lives coordinator,-1.1999999999999997,1,3,8,11,0,7,1,1,-1,NA,1,1,1,NA,0,0,4
NA,9.2,9,2,NA,NA,9.Giuseppe,Giuseppe,45,M,Bristol,Chief engineer,2.4000000000000004,3,3,2,11,1,10,1,1,1,NA,1,1,1,1,0,0,6
NA,9.2,9,2,NA,NA,9.Jairzeno,Jairzeno,51,M,London,Head of Finance,-1.8000000000000003,-2,1,9,11,0,2,0,-1,-1,NA,1,1,-1,-1,0,1,-1
NA,9.2,9,2,NA,NA,9.Jurgen,Jurgen,NA,NA,NA,NA,3,3,3,1,11,0,9,1,1,1,NA,1,1,1,1,1,0,6
NA,9.2,9,2,NA,NA,9.Lizzie,Lizzie,28,F,Liverpool,Car production operative,0,1,1,6,11,0,8,1,1,-1,NA,1,0,0,NA,0,0,2
NA,9.2,9,2,NA,NA,9.Maggie,Maggie,70,F,"Poole, Dorset",Retired nurse and midwife,0.5999999999999999,-1,-2,5,11,0,4,-1,1,-1,NA,-1,0,-1,-1,0,0,-3
NA,9.2,9,2,NA,NA,9.Rochica,Rochica,27,F,Birmingham,Junior HR business partner,-3,1,3,11,11,0,3,1,1,-1,NA,1,1,1,NA,0,0,4
NA,9.3,9,3,NA,NA,9.Amanda,Amanda,56,F,London,Metropolitan Police detective,1.6666666666666667,-1,3,3,10,0,6,-1,0,0,NA,1,1,1,NA,0,0,2
NA,9.3,9,3,NA,NA,9.Chigs,Chigs,40,M,Leicester,Sales manager,-0.3333333333333335,0,3,6,10,0,10,-1,1,0,-1,1,1,1,NA,0,0,3
NA,9.3,9,3,NA,NA,9.Crystelle,Crystelle,26,F,London,Client relationship manager,-2.333333333333333,2,3,9,10,0,10,1,1,0,NA,1,1,1,NA,0,0,5
NA,9.3,9,3,NA,NA,9.Freya,Freya,19,F,"Scarborough, North Yorkshire",Student,1,2,3,4,10,0,5,1,1,0,NA,1,1,1,1,0,0,5
NA,9.3,9,3,NA,NA,9.George,George,34,M,London,Shared lives coordinator,-0.9999999999999998,2,1,7,10,0,7,1,1,0,NA,-1,1,1,NA,0,0,3
NA,9.3,9,3,NA,NA,9.Giuseppe,Giuseppe,45,M,Bristol,Chief engineer,3,3,3,1,10,1,10,1,1,1,1,1,1,1,1,1,0,6
NA,9.3,9,3,NA,NA,9.Jurgen,Jurgen,NA,NA,NA,NA,0.3333333333333335,-2,1,5,10,0,9,-1,-1,0,-1,-1,1,1,NA,0,0,-1
NA,9.3,9,3,NA,NA,9.Lizzie,Lizzie,28,F,Liverpool,Car production operative,2.3333333333333335,3,2,2,10,0,8,1,1,1,NA,1,0,1,1,0,0,5
NA,9.3,9,3,NA,NA,9.Maggie,Maggie,70,F,"Poole, Dorset",Retired nurse and midwife,-1.6666666666666667,2,-3,8,10,0,4,0,1,1,-1,-1,-1,-1,-1,0,0,-1
NA,9.3,9,3,NA,NA,9.Rochica,Rochica,27,F,Birmingham,Junior HR business partner,-3,0,-1,10,10,0,3,0,-1,1,-1,-1,1,-1,-1,0,1,-1
NA,9.4,9,4,NA,NA,9.Amanda,Amanda,56,F,London,Metropolitan Police detective,-2.25,0,-1,8,9,0,6,0,-1,1,NA,1,-1,-1,-1,0,0,-1
NA,9.4,9,4,NA,NA,9.Chigs,Chigs,40,M,Leicester,Sales manager,1.5,3,3,3,9,0,10,1,1,1,NA,1,1,1,1,1,0,6
NA,9.4,9,4,NA,NA,9.Crystelle,Crystelle,26,F,London,Client relationship manager,0,2,3,5,9,0,10,0,1,1,NA,1,1,1,NA,0,0,5
NA,9.4,9,4,NA,NA,9.Freya,Freya,19,F,"Scarborough, North Yorkshire",Student,-0.75,0,-2,6,9,0,5,0,-1,1,NA,0,-1,-1,-1,0,0,-2
NA,9.4,9,4,NA,NA,9.George,George,34,M,London,Shared lives coordinator,-1.5,-1,-2,7,9,0,7,-1,1,-1,NA,0,-1,-1,NA,0,0,-3
NA,9.4,9,4,NA,NA,9.Giuseppe,Giuseppe,45,M,Bristol,Chief engineer,0.75,1,3,4,9,1,10,-1,1,1,NA,1,1,1,1,0,0,4
NA,9.4,9,4,NA,NA,9.Jurgen,Jurgen,NA,NA,NA,NA,3,2,3,1,9,0,9,1,1,0,NA,1,1,1,1,0,0,5
NA,9.4,9,4,NA,NA,9.Lizzie,Lizzie,28,F,Liverpool,Car production operative,2.25,-1,0,2,9,0,8,-1,1,-1,NA,-1,1,0,NA,0,0,-1
NA,9.4,9,4,NA,NA,9.Maggie,Maggie,70,F,"Poole, Dorset",Retired nurse and midwife,-3,-1,-1,9,9,0,4,-1,1,-1,NA,-1,1,-1,-1,0,1,-2
NA,9.5,9,5,NA,NA,9.Amanda,Amanda,56,F,London,Metropolitan Police detective,-3,1,2,8,8,0,6,1,1,-1,NA,1,1,0,NA,0,0,3
NA,9.5,9,5,NA,NA,9.Chigs,Chigs,40,M,Leicester,Sales manager,2.142857142857143,2,1,2,8,0,10,1,1,0,NA,-1,1,1,NA,0,0,3
NA,9.5,9,5,NA,NA,9.Crystelle,Crystelle,26,F,London,Client relationship manager,-2.1428571428571423,3,3,7,8,0,10,1,1,1,NA,1,1,1,NA,0,0,6
NA,9.5,9,5,NA,NA,9.Freya,Freya,19,F,"Scarborough, North Yorkshire",Student,-0.4285714285714284,-1,-1,5,8,0,5,-1,1,-1,NA,-1,1,-1,-1,0,1,-2
NA,9.5,9,5,NA,NA,9.George,George,34,M,London,Shared lives coordinator,-1.2857142857142858,1,1,6,8,0,7,-1,1,1,NA,-1,1,1,-1,0,0,2
NA,9.5,9,5,NA,NA,9.Giuseppe,Giuseppe,45,M,Bristol,Chief engineer,3,3,3,1,8,1,10,1,1,1,NA,1,1,1,1,1,0,6
NA,9.5,9,5,NA,NA,9.Jurgen,Jurgen,NA,NA,NA,NA,0.4285714285714287,3,2,4,8,0,9,1,1,1,NA,0,1,1,1,0,0,5
NA,9.5,9,5,NA,NA,9.Lizzie,Lizzie,28,F,Liverpool,Car production operative,1.2857142857142858,-1,2,3,8,0,8,-1,0,0,NA,1,0,1,NA,0,0,1
NA,9.6,9,6,NA,NA,9.Amanda,Amanda,56,F,London,Metropolitan Police detective,-0.9999999999999998,-1,-3,5,7,0,6,0,-1,0,-1,-1,-1,-1,-1,0,1,-4
NA,9.6,9,6,NA,NA,9.Chigs,Chigs,40,M,Leicester,Sales manager,1,2,0,3,7,0,10,1,1,0,1,0,1,-1,NA,0,0,2
NA,9.6,9,6,NA,NA,9.Crystelle,Crystelle,26,F,London,Client relationship manager,2,0,3,2,7,0,10,-1,1,0,1,1,1,1,1,1,0,3
NA,9.6,9,6,NA,NA,9.George,George,34,M,London,Shared lives coordinator,-2,2,-1,6,7,0,7,1,0,1,NA,-1,-1,1,-1,0,0,1
NA,9.6,9,6,NA,NA,9.Giuseppe,Giuseppe,45,M,Bristol,Chief engineer,0,2,3,4,7,1,10,1,1,0,1,1,1,1,1,0,0,5
NA,9.6,9,6,NA,NA,9.Jurgen,Jurgen,NA,NA,NA,NA,3,2,2,1,7,0,9,1,1,0,1,1,0,1,NA,0,0,4
NA,9.6,9,6,NA,NA,9.Lizzie,Lizzie,28,F,Liverpool,Car production operative,-3,3,2,7,7,0,8,1,1,1,-1,0,1,1,NA,0,0,5
NA,9.7,9,7,NA,NA,9.Chigs,Chigs,40,M,Leicester,Sales manager,0.5999999999999999,0,0,3,6,0,10,0,-1,1,NA,-1,1,0,1,0,0,0
NA,9.7,9,7,NA,NA,9.Crystelle,Crystelle,26,F,London,Client relationship manager,-0.5999999999999999,3,1,4,6,0,10,1,1,1,NA,-1,1,1,1,0,0,4
NA,9.7,9,7,NA,NA,9.George,George,34,M,London,Shared lives coordinator,-3,-1,2,6,6,0,7,1,-1,-1,NA,0,1,1,-1,0,1,1
NA,9.7,9,7,NA,NA,9.Giuseppe,Giuseppe,45,M,Bristol,Chief engineer,3,1,1,1,6,1,10,1,-1,1,NA,-1,1,1,1,0,0,2
NA,9.7,9,7,NA,NA,9.Jurgen,Jurgen,NA,NA,NA,NA,1.7999999999999998,-2,3,2,6,0,9,-1,0,-1,NA,1,1,1,1,1,0,1
NA,9.7,9,7,NA,NA,9.Lizzie,Lizzie,28,F,Liverpool,Car production operative,-1.8000000000000003,1,-1,5,6,0,8,1,1,-1,NA,-1,-1,1,-1,0,0,0
NA,9.8,9,8,NA,NA,9.Chigs,Chigs,40,M,Leicester,Sales manager,3,1,3,1,5,0,10,1,-1,1,NA,1,1,1,1,1,0,4
NA,9.8,9,8,NA,NA,9.Crystelle,Crystelle,26,F,London,Client relationship manager,-3,3,3,5,5,0,10,1,1,1,-1,1,1,1,-1,0,0,6
NA,9.8,9,8,NA,NA,9.Giuseppe,Giuseppe,45,M,Bristol,Chief engineer,1.5,3,-1,2,5,1,10,1,1,1,1,-1,0,0,NA,0,0,2
